StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID21,Q1,Q2,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q3,Q4,Q5,Q5.1
2018-08-07 19:24:58,2018-08-07 19:26:49,IP Address,24.143.41.130,100,110,True,2018-08-07 19:26:49,R_20S7nq64f6to7MN,,,,,38.985000610352,-95.343597412109,anonymous,EN,Yes,"Dunkin' Donuts,Local/Neighborhood Cafe,Home/Other Household,Work,Other",Yes,Extremely important,Not at all important,Not at all important,Very important,Moderately important,Slightly important,Very important,Moderately important,Very important,Not at all important,,,,
2018-08-07 19:48:29,2018-08-07 19:49:58,IP Address,172.58.67.203,100,88,True,2018-08-07 19:49:58,R_1f3FswuaRj5vCQ9,,,,,35.46760559082,-97.516403198242,anonymous,EN,Yes,"Home/Other Household,Work",Yes,Extremely important,Very important,Very important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,,,,
2018-08-07 19:54:04,2018-08-07 19:55:51,IP Address,68.102.49.114,100,106,True,2018-08-07 19:55:51,R_yxqUsaAkMwZ7H4B,,,,,37.703506469727,-97.37979888916,anonymous,EN,Yes,Local/Neighborhood Cafe,Yes,Very important,Very important,Very important,Very important,Very important,Moderately important,Very important,Extremely important,Very important,Very important,,,,
2018-08-07 19:56:42,2018-08-07 19:59:32,IP Address,98.179.145.206,100,169,True,2018-08-07 19:59:32,R_tPyDoGD83UeCqPL,,,,,37.66389465332,-97.316200256348,anonymous,EN,Yes,Starbucks,Yes,Extremely important,Very important,Extremely important,Very important,Extremely important,Very important,Extremely important,Extremely important,Very important,Very important,15,2,No,
2018-08-07 20:00:17,2018-08-07 20:01:46,IP Address,172.58.68.93,100,89,True,2018-08-07 20:01:46,R_1N5rI7Nch1GE5Bw,,,,,35.46760559082,-97.516403198242,anonymous,EN,Yes,,Yes,Moderately important,Moderately important,Very important,Very important,Moderately important,Very important,Moderately important,Very important,Very important,Moderately important,,,,
2018-08-07 20:02:26,2018-08-07 20:02:54,IP Address,99.203.28.175,100,28,True,2018-08-07 20:02:54,R_27Iu3YhRBBPaclX,,,,,38.627304077148,-90.197898864746,anonymous,EN,Yes,"McDonalds,Home/Other Household,Other",No,,,,,,,,,,,,,,
2018-08-07 20:05:53,2018-08-07 20:07:39,IP Address,174.238.128.223,100,106,True,2018-08-07 20:07:40,R_2fK96ejZCdcECaW,,,,,33.306198120117,-111.84130096436,anonymous,EN,Yes,"Dunkin' Donuts,Home/Other Household,Work",Yes,Extremely important,Extremely important,Extremely important,Very important,Moderately important,Very important,Very important,Moderately important,Moderately important,Slightly important,,,,
2018-08-07 20:41:19,2018-08-07 20:41:44,IP Address,68.103.223.188,100,25,True,2018-08-07 20:41:45,R_1oklrIP3k05hUvp,,,,,39.102294921875,-96.524597167969,anonymous,EN,Yes,Home/Other Household,No,,,,,,,,,,,,,,
2018-08-07 21:02:25,2018-08-07 21:04:08,IP Address,72.160.5.165,100,102,True,2018-08-07 21:04:08,R_2uJqldQzKXEr5DD,,,,,48.198699951172,-114.38569641113,anonymous,EN,Yes,Starbucks,Yes,Extremely important,Very important,Extremely important,Very important,Very important,Moderately important,Extremely important,Extremely important,Very important,Very important,6,1,No,
2018-08-08 05:02:24,2018-08-08 05:04:47,IP Address,151.250.85.217,100,143,True,2018-08-08 05:04:47,R_2xQWvMDu1pNdgpF,,,,,41.018600463867,28.964706420898,anonymous,EN,Yes,"Starbucks,Local/Neighborhood Cafe,Home/Other Household,Work",Yes,Very important,Very important,Not at all important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,7,3,No,
2018-08-08 06:26:24,2018-08-08 06:26:30,IP Address,87.123.198.228,100,5,True,2018-08-08 06:26:30,R_9Qq4HPwDN9ENBhn,,,,,49.481201171875,8.4463958740234,social,EN,No,,,,,,,,,,,,,,,,
2018-08-08 11:09:23,2018-08-08 11:09:33,IP Address,174.71.12.10,100,9,True,2018-08-08 11:09:33,R_3DbFZENUYiTk5T7,,,,,41.246795654297,-95.700103759766,anonymous,EN,Yes,,No,,,,,,,,,,,,,,
2018-08-08 14:34:29,2018-08-08 14:35:27,IP Address,174.234.3.199,100,57,True,2018-08-08 14:35:27,R_A1mQulg7ckCrG4V,,,,,39.21159362793,-94.57389831543,anonymous,EN,Yes,"Starbucks,Dunkin' Donuts",No,,,,,,,,,,,5.5,0,No,
2018-08-08 16:10:41,2018-08-08 16:10:59,IP Address,174.208.4.82,100,17,True,2018-08-08 16:10:59,R_2dmWI3ymIMGY7fk,,,,,43.613494873047,-116.20349884033,anonymous,EN,Yes,,No,,,,,,,,,,,,,,
2018-08-07 17:53:51,2018-08-07 17:54:12,IP Address,168.122.202.216,38,20,False,2018-08-08 17:54:16,R_r76WZWXPPZ4Yftv,,,,,,,anonymous,EN,Yes,McDonalds,Yes,,,,,,,,,,,,,,
2018-08-07 18:56:48,2018-08-07 19:07:18,IP Address,24.255.122.199,13,629,False,2018-08-08 19:07:35,R_vccq0xzT8JIQQmZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,
2018-08-07 19:09:37,2018-08-07 19:11:38,IP Address,172.58.21.177,50,121,False,2018-08-08 19:11:40,R_3ktFMwUiVE56Hzk,,,,,,,anonymous,EN,Yes,"Starbucks,McDonalds,Home/Other Household",Yes,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Not at all important,Moderately important,Moderately important,Moderately important,Moderately important,,,,
2018-08-07 19:19:23,2018-08-07 19:19:29,IP Address,174.71.12.10,13,5,False,2018-08-08 19:19:55,R_a3o9pD7tUVU8wy5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,
2018-08-07 19:31:20,2018-08-07 19:37:12,IP Address,209.30.148.41,13,352,False,2018-08-08 19:37:16,R_2zTsRUbwXm6VoEz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,
2018-08-08 19:51:52,2018-08-08 19:53:13,IP Address,107.77.206.212,100,80,True,2018-08-08 19:53:14,R_AjqwopMfLHU0es1,,,,,41.848297119141,-87.651702880859,anonymous,EN,Yes,"Starbucks,Dunkin' Donuts",No,,,,,,,,,,,6,1,No,
2018-08-07 19:33:53,2018-08-07 20:15:00,IP Address,209.30.148.41,38,2467,False,2018-08-08 20:15:15,R_plLDhb5kSni8Mh3,,,,,,,anonymous,EN,Yes,McDonalds,Yes,,,,,,,,,,,,,,
2018-08-07 21:56:44,2018-08-07 21:57:05,IP Address,68.192.84.235,38,20,False,2018-08-08 21:57:59,R_10C0MwS3k1YZcuU,,,,,,,anonymous,EN,Yes,"Starbucks,Dunkin' Donuts",Yes,,,,,,,,,,,,,,
2018-08-09 09:07:19,2018-08-09 09:08:52,IP Address,67.79.10.86,100,92,True,2018-08-09 09:08:52,R_WrmyhpaDzGozPG1,,,,,30.296096801758,-97.73690032959,social,EN,Yes,"Starbucks,Local/Neighborhood Cafe,Home/Other Household,Work,Other",Yes,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Slightly important,Extremely important,Slightly important,13,1,Yes,Yes
2018-08-09 09:50:30,2018-08-09 09:52:54,IP Address,66.87.69.21,100,143,True,2018-08-09 09:52:54,R_2eWp4gI8xigltNh,,,,,33.444900512695,-112.08679962158,social,EN,Yes,"Local/Neighborhood Cafe,Home/Other Household,Work",Yes,Extremely important,Not at all important,Slightly important,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Very important,Very important,,,,
2018-08-09 10:05:22,2018-08-09 10:06:55,IP Address,199.190.170.22,100,92,True,2018-08-09 10:06:55,R_2bIgRM67uDb2WKV,,,,,40.649993896484,-112.01499938965,anonymous,EN,Yes,Starbucks,Yes,Very important,Very important,Moderately important,Very important,Extremely important,Not at all important,Not at all important,Extremely important,Extremely important,Not at all important,7,1,Yes,No
2018-08-09 10:31:31,2018-08-09 10:36:10,IP Address,76.217.129.213,100,278,True,2018-08-09 10:36:10,R_bPcdDYPjEplSPU5,,,,,33.050094604492,-117.25279998779,social,EN,Yes,"Starbucks,Local/Neighborhood Cafe,Home/Other Household,Work",Yes,Extremely important,Very important,Moderately important,Very important,Moderately important,Not at all important,Moderately important,Moderately important,Slightly important,Slightly important,4,0,No,
2018-08-08 11:08:42,2018-08-08 11:09:02,IP Address,174.71.12.10,38,20,False,2018-08-09 11:09:19,R_QiTxyTA7YMmxyx3,,,,,,,anonymous,EN,Yes,,Yes,,,,,,,,,,,,,,
2018-08-09 16:16:05,2018-08-09 16:19:23,IP Address,65.123.159.34,100,198,True,2018-08-09 16:19:24,R_2veuHWIgEGLDFnd,,,,,35.246704101562,-106.72319793701,social,EN,Yes,"Starbucks,Dunkin' Donuts,Local/Neighborhood Cafe,Home/Other Household",Yes,Extremely important,Slightly important,Very important,Extremely important,Moderately important,Moderately important,Extremely important,Moderately important,Very important,Slightly important,5.75,2,Yes,Yes
2018-08-09 22:26:31,2018-08-09 22:27:19,IP Address,69.26.157.118,38,48,False,2018-08-10 22:27:31,R_1HoxxAooGnZ8t7z,,,,,,,social,EN,Yes,,Yes,,,,,,,,,,,,,,
